first_fighter,second_fighter,result_1,result_2,date 
Richie-Vaculik,Danny-Martinez,Loss,Win,2015-11-14
Daniel-Kelly,Steve-Montgomery,Win,Loss,2015-11-14
Rich-Walsh,Steven-Kennedy,Win,Loss,2015-11-14
James-Moontasri,Anton-Zafir,Win,Loss,2015-11-14
Ben-Nguyen,Ryan-Benoit,Win,Loss,2015-11-14
Neil-Magny,Kelvin-Gastelum,Win,Loss,2015-11-21
Ricardo-Lamas,Diego-Sanchez,Win,Loss,2015-11-21
Jussier-Formiga,Henry-Cejudo,Loss,Win,2015-11-21
Erick-Montano,Enrique-Marin,Win,Loss,2015-11-21
Horacio-Gutierrez,Enrique-Barzola,Loss,Win,2015-11-21
Efrain-Escudero,Leandro-Silva,Loss,Win,2015-11-21
Erik-Perez,Taylor-Lapilus,Win,Loss,2015-11-21
Hector-Urbina,Bartosz-Fabinski,Loss,Win,2015-11-21
Alejandro-Perez,Scott-Jorgensen,Loss,Win,2015-11-21
Gabriel-Benitez,Andre-Fili,Loss,Win,2015-11-21
Vernon-Ramos,Alvaro-Herrera,Loss,Win,2015-11-21
Cesar-Arzamendia,Marco Polo-Reyes,Loss,Win,2015-11-21
Valmir-Lazaro,Michel-Prazeres,Loss,Win,2015-11-21
Benson-Henderson,Jorge-Masvidal,Win,Loss,2015-11-28
Dong Hyun-Ma,,Win,Loss,2015-11-28
Yoshihiro-Akiyama,Alberto-Mina,Loss,Win,2015-11-28
Dooho-Choi,Sam-Sicilia,Win,Loss,2015-11-28
Dongi-Yang,Jake-Collier,Win,Loss,2015-11-28
Yui-Chul Nam,Mike-De La Torre,Loss,Win,2015-11-28
Tae Hyun-Bang,,Win,Loss,2015-11-28
Seohee-Ham,Cortney-Casey,Win,Loss,2015-11-28
Yao-Zhikui,Fredy-Serrano,Loss,Win,2015-11-28
Ning-Guangyou,,Loss,Win,2015-11-28
Dominique-Steele,Dong Hyun-Ma,Win,Loss,2015-11-28
Rose-Namajunas,Paige-VanZant,Win,Loss,2015-12-10
Jim-Miller,Michael-Chiesa,Loss,Win,2015-12-10
Sage-Northcutt,Cody-Pfister,Win,Loss,2015-12-10
Elias-Theodorou,Thiago-Santos,Loss,Win,2015-12-10
Tim-Means,John-Howard,Win,Loss,2015-12-10
Omari-Akhmedov,Sergio-Moraes,Loss,Win,2015-12-10
Antonio-Carlos Junior,Kevin-Casey,,,2015-12-10
Aljamain-Sterling,Johnny-Eduardo,Win,Loss,2015-12-10
Santiago-Ponzinibbio,Andreas-Stahl,Win,Loss,2015-12-10
Danny-Roberts,Nathan-Coy,Win,Loss,2015-12-10
Zubaira-Tukhugov,Phillipe-Nover,Win,Loss,2015-12-10
Kailin-Curran,Emily-Peters Kagan,Win,Loss,2015-12-10
Frankie-Edgar,Chad-Mendes,Win,Loss,2015-12-12
Artem-Lobov,Ryan-Hall,Loss,Win,2015-12-12
Edson-Barboza,Tony-Ferguson,Loss,Win,2015-12-12
Joe-Lauzon,Evan-Dunham,Loss,Win,2015-12-12
Tatsuya-Kawajiri,Jason-Knight,Win,Loss,2015-12-12
Julian-Erosa,Marcin-Wrzosek,Win,Loss,2015-12-12
Gabriel-Gonzaga,Konstantin-Erokhin,Win,Loss,2015-12-12
Ryan-LaFlare,Mike-Pierce,Win,Loss,2015-12-12
Joby-Sanchez,Geane-Herrera,Loss,Win,2015-12-12
Chris-Gruetzemacher,Abner-Lloveras,Win,Loss,2015-12-12
Jose-Aldo,Conor-McGregor,Loss,Win,2015-12-12
Chris-Weidman,Luke-Rockhold,Loss,Win,2015-12-12
Ronaldo-Souza,Yoel-Romero,Loss,Win,2015-12-12
Demian-Maia,Gunnar-Nelson,Win,Loss,2015-12-12
Max-Holloway,Jeremy-Stephens,Win,Loss,2015-12-12
Urijah-Faber,Frankie-Saenz,Win,Loss,2015-12-12
Tecia-Torres,Jocelyn-Jones-Lybarger,Win,Loss,2015-12-12
Warlley-Alves,Colby-Covington,Win,Loss,2015-12-12
Leonardo-Santos,Kevin-Lee,Win,Loss,2015-12-12
Joe-Proctor,Magomed-Mustafaev,Loss,Win,2015-12-12
John-Makdessi,Yancy-Medeiros,Loss,Win,2015-12-12
Court-McGee,,Win,Loss,2015-12-12
Rafael-Dos Anjos,Donald-Cerrone,Win,Loss,2015-12-19
Junior-Dos Santos,Alistair-Overeem,Loss,Win,2015-12-19
Michael-Johnson,Nate-Diaz,Loss,Win,2015-12-19
Randa-Markos,Karolina-Kowalkiewicz,Loss,Win,2015-12-19
Charles-Oliveira,Myles-Jury,Win,Loss,2015-12-19
CB-Dollaway,Nate-Marquardt,Loss,Win,2015-12-19
Sarah-Kaufman,Valentina-Shevchenko,Loss,Win,2015-12-19
Josh-Samman,Tamdan-McCrory,Loss,Win,2015-12-19
Nik-Lentz,Danny-Castillo,Win,Loss,2015-12-19
Cole-Miller,Jim-Alers,Loss,Win,2015-12-19
Kamaru-Usman,Leon-Edwards,Win,Loss,2015-12-19
Hayder-Hassan,Vicente-Luque,Loss,Win,2015-12-19
Francis-Ngannou,Luis-Henrique,Win,Loss,2015-12-19
Robbie-Lawler,Carlos-Condit,Win,Loss,2016-01-02
Stipe-Miocic,Andrei-Arlovski,Win,Loss,2016-01-02
Lorenz-Larkin,Albert-Tumenov,Loss,Win,2016-01-02
Diego-Brandao,Brian-Ortega,Loss,Win,2016-01-02
Abel-Trujillo,Tony-Sims,Win,Loss,2016-01-02
Michael-McDonald,Masanori-Kanehara,Win,Loss,2016-01-02
Kyle-Noke,Alex-Morono,Loss,Win,2016-01-02
Justine-Kish,Nina-Nunes,Win,Loss,2016-01-02
Scott-Holtzman,Drew-Dober,Loss,Win,2016-01-02
Dustin-Poirier,Joe-Duffy,Win,Loss,2016-01-02
Joe-Soto,Michinori-Tanaka,Loss,Win,2016-01-02
Sheldon-Westcott,Edgar-Garcia,Win,Loss,2016-01-02
TJ-Dillashaw,Dominick-Cruz,Loss,Win,2016-01-18
Anthony-Pettis,Eddie-Alvarez,Loss,Win,2016-01-18
Travis-Browne,Matt-Mitrione,Win,Loss,2016-01-18
Ross-Pearson,Francisco-Trinaldo,Loss,Win,2016-01-18
Patrick-Cote,Ben-Saunders,Win,Loss,2016-01-18
Tim-Boetsch,Ed-Herman,Loss,Win,2016-01-18
Chris-Wade,Mehdi-Baghdad,Win,Loss,2016-01-18
Maximo-Blanco,Luke-Sanders,Loss,Win,2016-01-18
Paul-Felder,Daron-Cruickshank,Win,Loss,2016-01-18
Ilir-Latifi,Sean-O'Connell,Win,Loss,2016-01-18
Charles-Rosa,Kyle-Bochniak,Win,Loss,2016-01-18
Rob-Font,Joey-Gomez,Win,Loss,2016-01-18
Francimar-Barroso,Elvis-Mutapcic,Win,Loss,2016-01-18
Anthony-Johnson,Ryan-Bader,Win,Loss,2016-01-31
Josh-Barnett,Ben-Rothwell,Loss,Win,2016-01-31
Iuri-Alcantara,Jimmie-Rivera,Loss,Win,2016-01-31
Sage-Northcutt,Bryan-Barberena,Loss,Win,2016-01-31
Tarec-Saffiedine,Jake-Ellenberger,Win,Loss,2016-01-31
Olivier-Aubin-Mercier,Diego-Ferreira,Loss,Win,2016-01-31
Rafael-Natal,Kevin-Casey,Win,Loss,2016-01-31
Dustin-Ortiz,Wilson-Reis,Loss,Win,2016-01-31
George-Sullivan,Alexander-Yakovlev,Loss,Win,2016-01-31
Alex-Caceres,Masio-Fullen,Win,Loss,2016-01-31
Matt-Dwyer,Randy-Brown,Loss,Win,2016-01-31
Damon-Jackson,Levan-Makashvili,,,2016-01-31
Anthony Rocco-Martin,Felipe-Olivieri,Win,Loss,2016-01-31
Johny-Hendricks,Stephen-Thompson,Loss,Win,2016-02-07
Roy-Nelson,Jared-Rosholt,Win,Loss,2016-02-07
Ovince-Saint Preux,Rafael-Cavalcante,Win,Loss,2016-02-07
Joseph-Benavidez,Zach-Makovsky,Win,Loss,2016-02-07
Misha-Cirkunov,Alex-Nicholson,Win,Loss,2016-02-07
Mike-Pyle,Sean-Spencer,Win,Loss,2016-02-07
Joshua-Burkman,KJ-Noons,Win,Loss,2016-02-07
Derrick-Lewis,Damian-Grabowski,Win,Loss,2016-02-07
Ray-Borg,Justin-Scoggins,Loss,Win,2016-02-07
Noad-Lahat,Diego-Rivas,Loss,Win,2016-02-07
Mickey-Gall,Mike-Jackson,Win,Loss,2016-02-07
Artem-Lobov,Alex-White,Loss,Win,2016-02-07
Donald-Cerrone,Alex-Oliveira,Win,Loss,2016-02-22
Derek-Brunson,Roan-Carneiro,Win,Loss,2016-02-22
Cody-Garbrandt,Augusto-Mendes,Win,Loss,2016-02-22
Dennis-Bermudez,Tatsuya-Kawajiri,Win,Loss,2016-02-22
Chris-Camozzi,Joe-Riggs,Win,Loss,2016-02-22
James-Krause,Shane-Campbell,Win,Loss,2016-02-22
Alex-Garcia,Sean-Strickland,Loss,Win,2016-02-22
,Oluwale-Bamgbose,Loss,Win,2016-02-22
Anthony-Smith,Leonardo-Augusto Leleco,Win,Loss,2016-02-22
Jonavin-Webb,Nathan-Coy,Loss,Win,2016-02-22
Marion-Reneau,Ashlee-Evans-Smith,Loss,Win,2016-02-22
Lauren-Murphy,Kelly-Faszholz,Win,Loss,2016-02-22
Anthony-Hamilton,Shamil-Abdurakhimov,Loss,Win,2016-02-22
Anderson-Silva,Michael-Bisping,Loss,Win,2016-02-27
Gegard-Mousasi,Thales-Leites,Win,Loss,2016-02-27
Tom-Breese,Keita-Nakamura,Win,Loss,2016-02-27
Francisco-Rivera,Brad-Pickett,Loss,Win,2016-02-27
Mike-Wilkinson,Makwan-Amirkhani,Loss,Win,2016-02-27
Davey-Grant,Marlon-Vera,Win,Loss,2016-02-27
Scott-Askham,Chris-Dempsey,Win,Loss,2016-02-27
Arnold-Allen,Yaotzin-Meza,Win,Loss,2016-02-27
Bradley-Scott,Krzysztof-Jotko,Loss,Win,2016-02-27
Norman-Parke,Rustam-Khabilov,Loss,Win,2016-02-27
Daniel-Omielanczuk,Jarjis-Danho,Win,Loss,2016-02-27
Teemu-Packalen,Thibault-Gouti,Win,Loss,2016-02-27
David-Teymur,Martin-Svensson,Win,Loss,2016-02-27
Conor-McGregor,Nate-Diaz,Loss,Win,2016-03-05
Holly-Holm,Miesha-Tate,Loss,Win,2016-03-05
Gian-Villante,Ilir-Latifi,Loss,Win,2016-03-05
Corey-Anderson,Tom-Lawlor,Win,Loss,2016-03-05
Amanda-Nunes,Valentina-Shevchenko,Win,Loss,2016-03-05
Brandon-Thatch,Siyar-Bahadurzada,Loss,Win,2016-03-05
Erick-Silva,Nordine-Taleb,Loss,Win,2016-03-05
,Marcelo-Guimaraes,Win,Loss,2016-03-05
Darren-Elkins,Chas-Skelly,Win,Loss,2016-03-05
Diego-Sanchez,Jim-Miller,Win,Loss,2016-03-05
Jason-Saggo,Justin-Salas,Win,Loss,2016-03-05
Julian-Erosa,Teruto-Ishihara,Loss,Win,2016-03-05
Mark-Hunt,Frank-Mir,Win,Loss,2016-03-20
Hector-Lombard,Neil-Magny,Loss,Win,2016-03-20
Jake-Matthews,Johnny-Case,Win,Loss,2016-03-20
Daniel-Kelly,Antonio-Carlos Junior,Win,Loss,2016-03-20
James-Te Huna,Steve-Bosse,Loss,Win,2016-03-20
Bec-Rawlings,Seohee-Ham,Win,Loss,2016-03-20
Brendan-O'Reilly,Alan-Jouban,Loss,Win,2016-03-20
Dan-Hooker,Mark-Eddiva,Win,Loss,2016-03-20
Leslie-Smith,Rin-Nakai,Win,Loss,2016-03-20
Rich-Walsh,Viscardi-Andrade,Loss,Win,2016-03-20
Ross-Pearson,Chad-Laprise,Win,Loss,2016-03-20
Alan-Patrick,Damien-Brown,Win,Loss,2016-03-20
Ben-Rothwell,Junior-Dos Santos,Loss,Win,2016-04-10
Derrick-Lewis,Gabriel-Gonzaga,Win,Loss,2016-04-10
Francis-Ngannou,Curtis-Blaydes,Win,Loss,2016-04-10
Timothy-Johnson,Marcin-Tybura,Win,Loss,2016-04-10
Igor-Pokrajac,Jan-Blachowicz,Loss,Win,2016-04-10
Maryna-Moroz,Cristina-Stanciu,Win,Loss,2016-04-10
Nicolas-Dalby,Zak-Cummings,Loss,Win,2016-04-10
Ian-Entwistle,Alejandro-Perez,Loss,Win,2016-04-10
Mairbek-Taisumov,Damir-Hadzovic,Win,Loss,2016-04-10
Filip-Pejic,Damian-Stasiak,Loss,Win,2016-04-10
Rob-Whiteford,Lucas-Martins,Loss,Win,2016-04-10
Jared-Cannonier,Cyril-Asker,Win,Loss,2016-04-10
Alessio-Di Chirico,Bojan-Velickovic,Loss,Win,2016-04-10
Glover-Teixeira,Rashad-Evans,Win,Loss,2016-04-17
Rose-Namajunas,Tecia-Torres,Win,Loss,2016-04-17
Khabib-Nurmagomedov,Darrell-Horcher,Win,Loss,2016-04-17
Cub-Swanson,Hacran-Dias,Win,Loss,2016-04-17
Beneil-Dariush,Michael-Chiesa,Loss,Win,2016-04-17
Bethe-Correia,Raquel-Pennington,Loss,Win,2016-04-17
Court-McGee,Santiago-Ponzinibbio,Loss,Win,2016-04-17
Randy-Brown,Michael-Graves,Loss,Win,2016-04-17
John-Dodson,Manny-Gamburyan,Win,Loss,2016-04-17
Oluwale-Bamgbose,Cezar-Ferreira,Loss,Win,2016-04-17
Elizeu-dos Santos,Omari-Akhmedov,Win,Loss,2016-04-17
Jon-Jones,Ovince-Saint Preux,Win,Loss,2016-04-23
Demetrious-Johnson,Henry-Cejudo,Win,Loss,2016-04-23
Anthony-Pettis,Edson-Barboza,Loss,Win,2016-04-23
Robert-Whittaker,Rafael-Natal,Win,Loss,2016-04-23
Yair-Rodriguez,Andre-Fili,Win,Loss,2016-04-23
Sergio-Pettis,Chris-Kelades,Win,Loss,2016-04-23
Danny-Roberts,Dominique-Steele,Win,Loss,2016-04-23
Carla-Esparza,Juliana-Lima,Win,Loss,2016-04-23
Glaico-Franca,James-Vick,Loss,Win,2016-04-23
Walt-Harris,Cody-East,Win,Loss,2016-04-23
Marcos Rogerio-De Lima,Clint-Hester,Win,Loss,2016-04-23
Efrain-Escudero,Kevin-Lee,Loss,Win,2016-04-23
Alistair-Overeem,Andrei-Arlovski,Win,Loss,2016-05-08
Antonio-Silva,Stefan-Struve,Loss,Win,2016-05-08
Albert-Tumenov,Gunnar-Nelson,Loss,Win,2016-05-08
Germaine-de Randamie,Anna-Elmose,Win,Loss,2016-05-08
Nikita-Krylov,Francimar-Barroso,Win,Loss,2016-05-08
Karolina-Kowalkiewicz,Heather Jo-Clark,Win,Loss,2016-05-08
Rustam-Khabilov,Chris-Wade,Win,Loss,2016-05-08
Magnus-Cedenblad,Garreth-McLellan,Win,Loss,2016-05-08
Jon-Tuck,Josh-Emmett,Loss,Win,2016-05-08
Yan-Cabral,Reza-Madadi,Loss,Win,2016-05-08
Kyoji-Horiguchi,Neil-Seery,Win,Loss,2016-05-08
Leon-Edwards,,Win,Loss,2016-05-08
Ulka-Sasaki,Willie-Gates,Win,Loss,2016-05-08
Fabricio-Werdum,Stipe-Miocic,,Win,2016-05-15
Ronaldo-Souza,Vitor-Belfort,Win,Loss,2016-05-15
Cris-Cyborg,Leslie-Smith,Win,Loss,2016-05-15
Mauricio-Rua,Corey-Anderson,Win,Loss,2016-05-15
Warlley-Alves,Bryan-Barberena,Loss,Win,2016-05-15
Demian-Maia,Matt-Brown,Win,Loss,2016-05-15
Thiago-Santos,Nate-Marquardt,Win,Loss,2016-05-15
Francisco-Trinaldo,Yancy-Medeiros,Win,Loss,2016-05-15
John-Lineker,Rob-Font,Win,Loss,2016-05-15
Antonio Rogerio-Nogueira,Patrick-Cummins,Win,Loss,2016-05-15
Sergio-Moraes,Luan-Chagas,,,2016-05-15
Renato-Moicano,Zubaira-Tukhugov,Win,Loss,2016-05-15
Thomas-Almeida,Cody-Garbrandt,Loss,Win,2016-05-30
Renan-Barao,Jeremy-Stephens,Loss,Win,2016-05-30
Tarec-Saffiedine,Rick-Story,Loss,Win,2016-05-30
Chris-Camozzi,,Win,Loss,2016-05-30
Jorge-Masvidal,Lorenz-Larkin,Loss,Win,2016-05-30
Joshua-Burkman,Paul-Felder,Loss,Win,2016-05-30
Sara-McMann,Jessica-Eye,Win,Loss,2016-05-30
Abel-Trujillo,Jordan-Rinaldi,Win,Loss,2016-05-30
Jake-Collier,Alberto-Pereira,Win,Loss,2016-05-30
Erik-Koch,Shane-Campbell,Win,Loss,2016-05-30
Aljamain-Sterling,Bryan-Caraway,Loss,Win,2016-05-30
Chris-De La Rocha,Adam-Milstead,Loss,Win,2016-05-30
Luke-Rockhold,Michael-Bisping,Loss,Win,2016-06-05
Dominick-Cruz,Urijah-Faber,Win,Loss,2016-06-05
Max-Holloway,Ricardo-Lamas,Win,Loss,2016-06-05
Dan-Henderson,Hector-Lombard,Win,Loss,2016-06-05
Dustin-Poirier,Bobby-Green,Win,Loss,2016-06-05
Brian-Ortega,Clay-Guida,Win,Loss,2016-06-05
Beneil-Dariush,James-Vick,Win,Loss,2016-06-05
Jessica-Penne,Jessica-Andrade,Loss,Win,2016-06-05
Cole-Miller,Alex-Caceres,Loss,Win,2016-06-05
Sean-Strickland,Tom-Breese,Win,Loss,2016-06-05
Jonathan-Wilson,Henrique-da Silva,Loss,Win,2016-06-05
Kevin-Casey,Elvis-Mutapcic,,,2016-06-05
Marco Polo-Reyes,Dong Hyun-Ma,Win,Loss,2016-06-05
Rory-MacDonald,Stephen-Thompson,Loss,Win,2016-06-19
Donald-Cerrone,Patrick-Cote,Win,Loss,2016-06-19
Steve-Bosse,Sean-O'Connell,Win,Loss,2016-06-19
Olivier-Aubin-Mercier,Thibault-Gouti,Win,Loss,2016-06-19
Valerie-Letourneau,Joanne-Calderwood,Loss,Win,2016-06-19
Jason-Saggo,Leandro-Silva,Win,Loss,2016-06-19
Misha-Cirkunov,Ion-Cutelaba,Win,Loss,2016-06-19
Tamdan-McCrory,Krzysztof-Jotko,Loss,Win,2016-06-19
Chris-Beal,Joe-Soto,Loss,Win,2016-06-19
Elias-Theodorou,Sam-Alvey,Win,Loss,2016-06-19
Randa-Markos,Jocelyn-Jones-Lybarger,Win,Loss,2016-06-19
Colby-Covington,Jonathan-Meunier,Win,Loss,2016-06-19
Ali-Bagautinov,Geane-Herrera,Win,Loss,2016-06-19
Rafael-Dos Anjos,Eddie-Alvarez,Loss,Win,2016-07-07
Roy-Nelson,Derrick-Lewis,Loss,Win,2016-07-07
Alan-Jouban,Belal-Muhammad,Win,Loss,2016-07-07
Joe-Duffy,Mitch-Clarke,Win,Loss,2016-07-07
Mike-Pyle,Alberto-Mina,Loss,Win,2016-07-07
John-Makdessi,Mehdi-Baghdad,Win,Loss,2016-07-07
Anthony-Birchak,Dileno-Lopes,Win,Loss,2016-07-07
Russell-Doane,Pedro-Munhoz,Loss,Win,2016-07-07
Felipe-Arantes,Jerrod-Sanders,Win,Loss,2016-07-07
Gilbert-Burns,Lukasz-Sajewski,Win,Loss,2016-07-07
,Reginaldo-Vieira,Win,Loss,2016-07-07
Vicente-Luque,Alvaro-Herrera,Win,Loss,2016-07-07
Joanna-Jedrzejczyk,Claudia-Gadelha,Win,Loss,2016-07-09
Andrew-Sanchez,Khalil-Rountree Jr.,Win,Loss,2016-07-09
Tatiana-Suarez,Amanda-Cooper,Win,Loss,2016-07-09
Ross-Pearson,Will-Brooks,Loss,Win,2016-07-09
Dooho-Choi,Thiago-Tavares,Win,Loss,2016-07-09
Joaquim-Silva,Andrew-Holbrook,Win,Loss,2016-07-09
Gray-Maynard,,Win,Loss,2016-07-09
John-Moraga,Matheus-Nicolau,Loss,Win,2016-07-09
Cory-Hendricks,Joshua-Stansbury,Loss,Win,2016-07-09
Cezar-Ferreira,Anthony-Smith,Win,Loss,2016-07-09
Jake-Matthews,Kevin-Lee,Loss,Win,2016-07-09
Li-Jingliang,Anton-Zafir,Win,Loss,2016-07-09
Miesha-Tate,Amanda-Nunes,Loss,Win,2016-07-10
Brock-Lesnar,Mark-Hunt,Win,Loss,2016-07-10
Daniel-Cormier,Anderson-Silva,Win,Loss,2016-07-10
Jose-Aldo,Frankie-Edgar,Win,Loss,2016-07-10
Cain-Velasquez,Travis-Browne,Win,Loss,2016-07-10
Cat-Zingano,Julianna-Peña,Loss,Win,2016-07-10
Johny-Hendricks,Kelvin-Gastelum,Loss,Win,2016-07-10
TJ-Dillashaw,Raphael-Assuncao,Win,Loss,2016-07-10
Sage-Northcutt,Enrique-Marin,Win,Loss,2016-07-10
Diego-Sanchez,Joe-Lauzon,Loss,Win,2016-07-10
Gegard-Mousasi,Thiago-Santos,Win,Loss,2016-07-10
Jim-Miller,Takanori-Gomi,Win,Loss,2016-07-10
Michael-McDonald,John-Lineker,Loss,Win,2016-07-14
Tony-Ferguson,Lando-Vannata,Win,Loss,2016-07-14
Tim-Boetsch,Josh-Samman,Win,Loss,2016-07-14
Aleksei-Oleinik,Daniel-Omielanczuk,Loss,Win,2016-07-14
Kyle-Noke,Keita-Nakamura,Loss,Win,2016-07-14
Louis-Smolka,Ben-Nguyen,Win,Loss,2016-07-14
Lauren-Murphy,Katlyn-Chookagian,Loss,Win,2016-07-14
Eric-Spicely,Sam-Alvey,Loss,Win,2016-07-14
Devin-Clark,Alex-Nicholson,Loss,Win,2016-07-14
Cortney-Casey,Cristina-Stanciu,Win,Loss,2016-07-14
Scott-Holtzman,Cody-Pfister,Win,Loss,2016-07-14
Rani-Yahya,Matthew-Lopez,Win,Loss,2016-07-14
Holly-Holm,Valentina-Shevchenko,Loss,Win,2016-07-24
Edson-Barboza,Gilbert-Melendez,Win,Loss,2016-07-24
Francis-Ngannou,Bojan-Mihajlovic,Win,Loss,2016-07-24
Felice-Herrig,Kailin-Curran,Win,Loss,2016-07-24
Frankie-Saenz,Eddie-Wineland,Loss,Win,2016-07-24
Darren-Elkins,,Win,Loss,2016-07-24
Kamaru-Usman,Alexander-Yakovlev,Win,Loss,2016-07-24
Michel-Prazeres,J.C.-Cottrell,Win,Loss,2016-07-24
Alex-Oliveira,James-Moontasri,Win,Loss,2016-07-24
Jim-Alers,Jason-Knight,Loss,Win,2016-07-24
Luis-Henrique,Dmitrii-Smoliakov,Win,Loss,2016-07-24
Robbie-Lawler,Tyron-Woodley,Loss,Win,2016-07-31
Rose-Namajunas,Karolina-Kowalkiewicz,Loss,Win,2016-07-31
Matt-Brown,Jake-Ellenberger,Loss,Win,2016-07-31
Francisco-Rivera,Erik-Perez,Loss,Win,2016-07-31
Ryan-Benoit,Fredy-Serrano,Win,Loss,2016-07-31
Nikita-Krylov,Ed-Herman,Win,Loss,2016-07-31
Ross-Pearson,Jorge-Masvidal,Loss,Win,2016-07-31
Anthony-Hamilton,Damian-Grabowski,Win,Loss,2016-07-31
Wilson-Reis,Hector-Sandoval,Win,Loss,2016-07-31
Michael-Graves,Bojan-Velickovic,,,2016-07-31
Cesar-Arzamendia,Damien-Brown,Loss,Win,2016-07-31
Yair-Rodriguez,Alex-Caceres,Win,Loss,2016-08-07
Dennis-Bermudez,,Win,Loss,2016-08-07
Thales-Leites,Chris-Camozzi,Win,Loss,2016-08-07
Santiago-Ponzinibbio,Zak-Cummings,Win,Loss,2016-08-07
Trevor-Smith,Joe-Gigliotti,Win,Loss,2016-08-07
Maryna-Moroz,Danielle-Taylor,Win,Loss,2016-08-07
Court-McGee,Dominique-Steele,Win,Loss,2016-08-07
Viktor-Pesta,Marcin-Tybura,Loss,Win,2016-08-07
David-Teymur,Jason-Novelli,Win,Loss,2016-08-07
Teruto-Ishihara,Horacio-Gutierrez,Win,Loss,2016-08-07
Cub-Swanson,Tatsuya-Kawajiri,Win,Loss,2016-08-07
Chase-Sherman,Justin-Ledet,Loss,Win,2016-08-07
Nate-Diaz,Conor-McGregor,Loss,Win,2016-08-21
Anthony-Johnson,Glover-Teixeira,Win,Loss,2016-08-21
Rick-Story,Donald-Cerrone,Loss,Win,2016-08-21
Hyun Gyu-Lim,Mike-Perry,Loss,Win,2016-08-21
Tim-Means,Sabah-Homasi,Win,Loss,2016-08-21
Cody-Garbrandt,Takeya-Mizugaki,Win,Loss,2016-08-21
Raquel-Pennington,Elizabeth-Phillips,Win,Loss,2016-08-21
Artem-Lobov,Chris-Avila,Win,Loss,2016-08-21
Randa-Markos,Cortney-Casey,Loss,Win,2016-08-21
Neil-Magny,Lorenz-Larkin,Loss,Win,2016-08-21
Colby-Covington,Max-Griffin,Win,Loss,2016-08-21
Alberto-Pereira,Marvin-Vettori,Loss,Win,2016-08-21
Demian-Maia,Carlos-Condit,Win,Loss,2016-08-28
Anthony-Pettis,Charles-Oliveira,Win,Loss,2016-08-28
Paige-VanZant,Bec-Rawlings,Win,Loss,2016-08-28
Joe-Lauzon,Jim-Miller,Loss,Win,2016-08-28
Sam-Alvey,Kevin-Casey,Win,Loss,2016-08-28
Enrique-Barzola,Kyle-Bochniak,Loss,Win,2016-08-28
Shane-Campbell,Felipe-Silva,Loss,Win,2016-08-28
Chad-Laprise,Thibault-Gouti,Win,Loss,2016-08-28
Garreth-McLellan,Alessio-Di Chirico,Loss,Win,2016-08-28
Jeremy-Kennedy,Alessandro-Ricci,Win,Loss,2016-08-28
Andrei-Arlovski,Josh-Barnett,Loss,Win,2016-09-03
Alexander-Gustafsson,Jan-Blachowicz,Win,Loss,2016-09-03
Ryan-Bader,Ilir-Latifi,Win,Loss,2016-09-03
Nick-Hein,Tae Hyun-Bang,Win,Loss,2016-09-03
Jessin-Ayari,Jimmy-Wallhead,Win,Loss,2016-09-03
Peter-Sobotta,Nicolas-Dalby,Win,Loss,2016-09-03
Ashlee-Evans-Smith,Veronica-Macedo,Win,Loss,2016-09-03
Taylor-Lapilus,Leandro-Issa,Win,Loss,2016-09-03
Jarjis-Danho,Christian-Colombo,,,2016-09-03
Scott-Askham,Jack-Hermansson,Loss,Win,2016-09-03
Rustam-Khabilov,Leandro-Silva,Win,Loss,2016-09-03
Stipe-Miocic,Alistair-Overeem,Win,Loss,2016-09-11
Fabricio-Werdum,Travis-Browne,Win,Loss,2016-09-11
CM-Punk,Mickey-Gall,Loss,Win,2016-09-11
Urijah-Faber,Jimmie-Rivera,Loss,Win,2016-09-11
Jessica-Andrade,Joanne-Calderwood,Win,Loss,2016-09-11
Jessica-Eye,Bethe-Correia,Loss,Win,2016-09-11
Brad-Tavares,Caio-Magalhaes,Win,Loss,2016-09-11
Nik-Lentz,Michael-McBride,Win,Loss,2016-09-11
Drew-Dober,Jason-Gonzalez,Win,Loss,2016-09-11
Yancy-Medeiros,Sean-Spencer,Win,Loss,2016-09-11
Dustin-Poirier,Michael-Johnson,Loss,Win,2016-09-18
Uriah-Hall,Derek-Brunson,Loss,Win,2016-09-18
Evan-Dunham,Ricky-Glenn,Win,Loss,2016-09-18
Roan-Carneiro,Kenny-Robertson,Win,Loss,2016-09-18
Chris-Wade,Islam-Makhachev,Loss,Win,2016-09-18
Chas-Skelly,Maximo-Blanco,Win,Loss,2016-09-18
Gabriel-Benitez,Sam-Sicilia,Win,Loss,2016-09-18
Augusto-Montano,Belal-Muhammad,Loss,Win,2016-09-18
Antonio-Carlos Junior,Leonardo-Augusto Leleco,Win,Loss,2016-09-18
Jose-Quinonez,Joey-Gomez,Win,Loss,2016-09-18
Erick-Montano,Randy-Brown,Loss,Win,2016-09-18
Alejandro-Perez,Albert-Morales,,,2016-09-18
Cris-Cyborg,Lina-Lansberg,Win,Loss,2016-09-25
Renan-Barao,Phillipe-Nover,Win,Loss,2016-09-25
Roy-Nelson,Antonio-Silva,Win,Loss,2016-09-25
Francisco-Trinaldo,Paul-Felder,Win,Loss,2016-09-25
Thiago-Santos,Eric-Spicely,Loss,Win,2016-09-25
,Mike-De La Torre,Win,Loss,2016-09-25
Gilbert-Burns,Michel-Prazeres,Loss,Win,2016-09-25
